,Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
754,Sweden,0.011,49.05165609584215,54781.0,15493320082.0,193.0,0.003,0.8,0.048,82.0,1.0,8958229,2
755,Switzerland,0.01,49.05165609584215,40205.0,15493320082.0,193.0,0.004,0.7,0.033,83.0,0.8,7339001,2
756,Turkey,0.02,49.05165609584215,8529.0,15493320082.0,232.0,0.029,0.1,0.119,75.0,0.4,5971526,2
757,Ukraine,0.009,49.05165609584215,8529.0,50132953288.0,73.0,0.014,0.0,0.179,74.0,0.1,47812950,1
758,United Kingdom,0.012,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.6,0.037,81.0,0.9,5971526,2
759,Bahrain,0.02,49.05165609584215,16468.0,11075116594.0,536.0,0.01,0.2,0.083,76.0,0.6,772058,2
760,"Iran, Islamic Rep.",0.018,49.05165609584215,8529.0,135409681532.0,97.0,0.024,0.1,0.119,72.0,0.1,5971526,2
761,Iraq,0.035,49.05165609584215,91118.0,15493320082.0,16.0,0.034,0.0,0.119,73.0,0.0,25959531,0
762,Israel,0.022,49.05165609584215,65122.0,118673283415.0,193.0,0.005,0.2,0.106,82.0,1.0,6689700,1
763,Jordan,0.03,49.05165609584215,17470.0,10193023726.0,187.0,0.022,0.1,0.093,74.0,0.3,5164000,2
764,Kuwait,0.022,49.05165609584215,61657.0,47875837662.0,728.0,0.01,0.2,0.054,75.0,0.7,2116353,1
765,Lebanon,0.016,49.05165609584215,18221.0,20082918740.0,498.0,0.014,0.1,0.134,78.0,0.2,3690110,2
766,Oman,0.022,49.05165609584215,32391.0,21542262852.0,294.0,0.012,0.1,0.082,76.0,0.2,2389121,2
767,Qatar,0.017,49.05165609584215,36157.0,23533790531.0,193.0,0.01,0.2,0.119,78.0,0.6,660238,2
768,Saudi Arabia,0.024,49.05165609584215,8529.0,214572800000.0,384.0,0.018,0.1,0.119,75.0,0.3,22852333,1
769,Syrian Arab Republic,0.028,49.05165609584215,54286.0,21828144686.0,60.0,0.018,0.0,0.075,76.0,0.1,17298476,0
770,United Arab Emirates,0.016,49.05165609584215,8529.0,124346361619.0,968.0,0.009,0.3,0.119,76.0,0.9,3369254,1
771,"Yemen, Rep.",0.037,49.05165609584215,17305.0,11777768087.0,35.0,0.061,0.0,0.18,63.0,0.0,19081306,0
772,American Samoa,0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.0,59117,2
773,Australia,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.1,0.084,83.0,0.7,19895400,2
774,Fiji,0.024,49.05165609584215,862.0,2315935753.0,95.0,0.02,0.1,0.076,71.0,0.1,817224,0
775,French Polynesia,0.019,49.05165609584215,799.0,15493320082.0,193.0,0.02,0.1,0.119,76.0,0.2,248536,2
776,Guam,0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.3,0.119,79.0,0.5,157823,2
777,Kiribati,0.026,49.05165609584215,40.0,90148518.0,103.0,0.051,0.0,0.119,69.0,0.0,87371,0
778,Marshall Islands,0.02,49.05165609584215,84.0,126887585.0,411.0,0.033,0.0,0.119,75.0,0.0,52115,2
779,"Micronesia, Fed. Sts.",0.028,49.05165609584215,147.0,244990984.0,218.0,0.039,0.1,0.15,68.0,0.1,106816,0
780,New Caledonia,0.018,49.05165609584215,2750.0,15493320082.0,193.0,0.02,0.3,0.119,79.0,0.4,225735,2
781,New Zealand,0.014,49.05165609584215,33938.0,87440435752.0,193.0,0.006,0.6,0.07,81.0,0.6,4027200,1
782,Papua New Guinea,0.034,49.05165609584215,3968.0,3536459120.0,25.0,0.057,0.0,0.134,62.0,0.0,5803302,0
783,Samoa,0.03,49.05165609584215,150.0,301905953.0,93.0,0.017,0.0,0.113,74.0,0.1,177677,0
784,Solomon Islands,0.035,49.05165609584215,180.0,332736307.0,45.0,0.029,0.0,0.147,66.0,0.0,446335,0
785,Tonga,0.029,49.05165609584215,176.0,208098552.0,106.0,0.014,0.0,0.113,74.0,0.1,99691,0
786,Vanuatu,0.031,49.05165609584215,81.0,314463144.0,58.0,0.018,0.0,0.059,71.0,0.0,198952,0
787,Antigua and Barbuda,0.019,49.05165609584215,389.0,849234754.0,457.0,0.012,0.2,0.128,77.0,0.6,80904,2
788,Argentina,0.018,49.05165609584215,8529.0,156988741752.0,280.0,0.017,0.1,0.191,78.0,0.2,37970411,1
789,Aruba,0.013,49.05165609584215,2255.0,2021301676.0,193.0,0.02,0.2,0.115,76.0,0.7,97015,2
790,"Bahamas, The",0.016,49.05165609584215,1518.0,6949317000.0,1237.0,0.013,0.2,0.06,76.0,0.4,315624,2
791,Barbados,0.013,49.05165609584215,1269.0,3271200000.0,702.0,0.015,0.4,0.085,76.0,0.5,270844,2
792,Belize,0.028,49.05165609584215,374.0,990350000.0,174.0,0.019,0.1,0.143,75.0,0.2,258346,0
793,Bermuda,0.013,49.05165609584215,510.0,4186525000.0,193.0,0.02,0.6,0.119,81.0,0.6,63325,2
794,Bolivia,0.03,49.05165609584215,14129.0,8082396526.0,50.0,0.049,0.0,0.177,66.0,0.1,9016787,0
795,Brazil,0.019,49.05165609584215,8529.0,15493320082.0,214.0,0.024,0.1,0.119,75.0,0.3,5971526,1
796,Canada,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.6,0.047,82.0,0.4,31676000,2
797,Cayman Islands,0.02,49.05165609584215,480.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,46032,2
798,Chile,0.016,49.05165609584215,55078.0,77840186385.0,338.0,0.008,0.3,0.062,81.0,0.5,15995658,1
799,Colombia,0.022,49.05165609584215,57422.0,94684582573.0,134.0,0.02,0.1,0.152,76.0,0.1,41872051,1
800,Costa Rica,0.018,49.05165609584215,6626.0,17517536016.0,343.0,0.009,0.2,0.119,81.0,0.2,4171145,2
801,Cuba,0.012,49.05165609584215,25486.0,35901500000.0,202.0,0.006,0.1,0.119,79.0,0.0,11245926,2
802,Curacao,0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,131253,2
803,Dominica,0.02,49.05165609584215,114.0,340803913.0,240.0,0.013,0.2,0.115,75.0,0.3,70058,2
804,Dominican Republic,0.024,49.05165609584215,21888.0,21268012747.0,143.0,0.031,0.1,0.119,74.0,0.2,9071318,2
805,Ecuador,0.024,49.05165609584215,26523.0,32432859000.0,164.0,0.026,0.0,0.136,77.0,0.2,13279806,2
806,El Salvador,0.022,49.05165609584215,6553.0,15046700000.0,182.0,0.023,0.0,0.119,75.0,0.2,6029366,2
807,Greenland,0.016,49.05165609584215,532.0,1426452030.0,193.0,0.02,0.5,0.119,71.0,0.5,56765,2
808,Grenada,0.019,49.05165609584215,216.0,596339089.0,359.0,0.013,0.2,0.12,73.0,0.4,102369,2
809,Guatemala,0.035,49.05165609584215,10502.0,21917565500.0,116.0,0.036,0.0,0.15,73.0,0.2,12062835,0
810,Guyana,0.022,49.05165609584215,1566.0,741929343.0,55.0,0.037,0.1,0.15,68.0,0.2,753612,0
811,Haiti,0.03,49.05165609584215,1734.0,2826481072.0,17.0,0.069,0.0,0.119,60.0,0.0,8996229,0
812,Honduras,0.03,49.05165609584215,6769.0,8140294080.0,103.0,0.028,0.0,0.208,74.0,0.1,6628171,0
813,Jamaica,0.017,49.05165609584215,10722.0,9430236065.0,162.0,0.019,0.1,0.189,74.0,0.6,2624695,2
814,Mexico,0.023,49.05165609584215,8529.0,15493320082.0,397.0,0.018,0.1,0.07,78.0,0.3,5971526,2
815,Nicaragua,0.026,49.05165609584215,4411.0,5322437648.0,61.0,0.029,0.0,0.155,74.0,0.1,5317878,0
816,Panama,0.023,49.05165609584215,6153.0,12933200000.0,303.0,0.02,0.1,0.099,78.0,0.2,3240805,2
817,Paraguay,0.027,49.05165609584215,4070.0,6588103836.0,71.0,0.025,0.0,0.119,73.0,0.3,5682350,0
818,Peru,0.023,49.05165609584215,26380.0,57840001637.0,102.0,0.025,0.1,0.21,74.0,0.1,27073334,0
819,Puerto Rico,0.013,49.05165609584215,8529.0,75833996000.0,193.0,0.02,0.2,0.119,82.0,0.5,3826095,1
820,Sint Maarten (Dutch part),0.02,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,33791,2
821,St. Kitts and Nevis,0.02,49.05165609584215,220.0,461576906.0,359.0,0.012,0.2,0.122,75.0,0.5,47679,2
822,St. Lucia,0.018,49.05165609584215,359.0,781338353.0,299.0,0.015,0.2,0.15,74.0,0.6,161766,2
824,St. Vincent and the Grenadines,0.019,49.05165609584215,194.0,482397041.0,174.0,0.019,0.1,0.118,73.0,0.6,108353,2
825,Suriname,0.021,49.05165609584215,2241.0,1271196078.0,173.0,0.028,0.0,0.21,72.0,0.3,486867,2
826,Trinidad and Tobago,0.015,49.05165609584215,27697.0,11235960523.0,449.0,0.025,0.3,0.112,73.0,0.3,1283868,2
827,Turks and Caicos Islands,0.02,49.05165609584215,103.0,15493320082.0,193.0,0.02,0.1,0.119,75.0,0.5,23412,2
828,United States,0.014,49.05165609584215,8529.0,15493320082.0,193.0,0.007,0.6,0.041,80.0,0.5,5971526,2
829,Uruguay,0.016,49.05165609584215,4598.0,12045627411.0,351.0,0.013,0.2,0.119,79.0,0.2,3325411,2
830,"Venezuela, RB",0.023,49.05165609584215,8529.0,83622191419.0,190.0,0.017,0.1,0.119,76.0,0.3,25797219,1
831,Virgin Islands (U.S.),0.014,49.05165609584215,8529.0,15493320082.0,193.0,0.02,0.3,0.119,81.0,0.5,108085,2
832,Algeria,0.02,49.05165609584215,89493.0,85324997370.0,90.0,0.03,0.0,0.08,71.0,0.1,33461345,1
833,Angola,0.05,49.05165609584215,18793.0,19640862550.0,63.0,0.02,0.0,0.119,49.0,0.0,15976715,0
834,Benin,0.041,49.05165609584215,2512.0,4050869968.0,23.0,0.078,0.0,0.119,58.0,0.1,7922796,0
835,Botswana,0.026,49.05165609584215,4378.0,8957491785.0,268.0,0.046,0.0,0.158,48.0,0.3,1854739,0
836,Burkina Faso,0.045,49.05165609584215,1104.0,4838551014.0,24.0,0.089,0.0,0.119,53.0,0.0,13034258,0
837,Burundi,0.043,49.05165609584215,198.0,915257323.0,9.0,0.079,0.0,0.183,51.0,0.0,7510771,0
838,Cameroon,0.041,49.05165609584215,3957.0,15775356737.0,41.0,0.081,0.0,0.18,53.0,0.1,17674960,0
839,Central African Republic,0.038,49.05165609584215,213.0,1270080228.0,14.0,0.02,0.0,0.18,46.0,0.0,3893595,0
840,Chad,0.05,49.05165609584215,378.0,4414929142.0,23.0,0.102,0.0,0.18,48.0,0.0,9665024,0
841,Comoros,0.039,49.05165609584215,103.0,362420484.0,25.0,0.071,0.0,0.11,60.0,0.0,585389,0
842,"Congo, Dem. Rep.",0.046,49.05165609584215,1936.0,10297481118.0,7.0,0.108,0.0,0.119,49.0,0.0,5971526,0
843,"Congo, Rep.",0.039,49.05165609584215,1181.0,4648628839.0,34.0,0.066,0.0,0.18,55.0,0.1,3448868,0
844,Cote d'Ivoire,0.037,49.05165609584215,7664.0,15481092596.0,50.0,0.091,0.0,0.119,48.0,0.1,17144325,0
845,Djibouti,0.029,49.05165609584215,458.0,666072102.0,57.0,0.073,0.0,0.112,59.0,0.0,765776,0
846,"Egypt, Arab Rep.",0.024,49.05165609584215,8529.0,78845185709.0,57.0,0.027,0.1,0.134,72.0,0.1,5971526,1
847,Equatorial Guinea,0.038,49.05165609584215,5218.0,4410764261.0,191.0,0.089,0.0,0.18,50.0,0.1,585983,0
848,Eritrea,0.04,49.05165609584215,770.0,1109054002.0,7.0,0.049,0.1,0.119,60.0,0.0,4665522,0
849,Ethiopia,0.04,49.05165609584215,5244.0,9945571030.0,6.0,0.074,0.0,0.07,56.0,0.0,5971526,0
850,Gabon,0.033,49.05165609584215,1767.0,7178135606.0,180.0,0.052,0.0,0.18,61.0,0.4,1347125,0
851,"Gambia, The",0.044,49.05165609584215,323.0,578785601.0,18.0,0.058,0.0,0.119,58.0,0.1,1391934,0
852,Ghana,0.034,49.05165609584215,7349.0,8881419348.0,26.0,0.059,0.0,0.119,59.0,0.1,20835514,0
853,Guinea,0.04,49.05165609584215,1342.0,3666349049.0,20.0,0.088,0.0,0.119,52.0,0.0,9379621,0
854,Guinea-Bissau,0.04,49.05165609584215,202.0,522651788.0,20.0,0.099,0.0,0.119,53.0,0.0,1390791,0
855,Kenya,0.039,49.05165609584215,7624.0,16095321631.0,20.0,0.063,0.0,0.125,55.0,0.1,34834606,0
856,Lesotho,0.029,49.05165609584215,8529.0,1234197704.0,45.0,0.084,0.0,0.124,44.0,0.1,1912022,0
857,Liberia,0.041,49.05165609584215,627.0,467000000.0,13.0,0.09,0.0,0.181,55.0,0.0,3184643,0
858,Libya,0.023,49.05165609584215,50359.0,33384615385.0,205.0,0.021,0.0,0.061,75.0,0.1,5507000,2
859,Madagascar,0.038,49.05165609584215,1808.0,4363934417.0,12.0,0.058,0.0,0.119,62.0,0.0,17763367,0
860,Malawi,0.043,49.05165609584215,975.0,2625127098.0,16.0,0.078,0.0,0.119,48.0,0.0,12569091,0
861,Mali,0.048,49.05165609584215,565.0,4874178417.0,27.0,0.101,0.0,0.119,51.0,0.0,11572936,0
862,Mauritania,0.037,49.05165609584215,1632.0,1833445283.0,28.0,0.075,0.0,0.21,62.0,0.2,3055425,0
863,Mauritius,0.016,49.05165609584215,3194.0,6385691315.0,227.0,0.014,0.1,0.21,76.0,0.5,1233386,2
864,Morocco,0.02,49.05165609584215,43311.0,56948015336.0,99.0,0.037,0.1,0.115,71.0,0.3,29855820,1
865,Mozambique,0.044,49.05165609584215,1922.0,5697991241.0,16.0,0.095,0.0,0.221,49.0,0.0,20438827,0
866,Namibia,0.03,49.05165609584215,1962.0,6606866450.0,213.0,0.048,0.0,0.114,57.0,0.1,2003320,0
867,Niger,0.052,49.05165609584215,964.0,3052898686.0,16.0,0.086,0.0,0.119,53.0,0.0,12708897,0
868,Nigeria,0.043,49.05165609584215,97047.0,87845403978.0,45.0,0.1,0.0,0.192,49.0,0.1,5971526,0
869,Rwanda,0.039,49.05165609584215,689.0,2089188921.0,13.0,0.075,0.0,0.165,55.0,0.0,9254379,0
870,Sao Tome and Principe,0.038,49.05165609584215,73.0,110723362.0,79.0,0.05,0.1,0.119,66.0,0.1,150842,0
871,Senegal,0.039,49.05165609584215,5280.0,8031344240.0,42.0,0.059,0.0,0.119,62.0,0.1,10967568,0
872,Seychelles,0.017,49.05165609584215,744.0,839319935.0,421.0,0.012,0.2,0.1,76.0,0.6,82500,2
873,Sierra Leone,0.042,49.05165609584215,642.0,1431208677.0,45.0,0.02,0.0,0.221,42.0,0.5,4928175,0
874,Somalia,0.047,49.05165609584215,576.0,15493320082.0,193.0,0.105,0.0,0.119,54.0,0.1,8249965,0
875,South Africa,0.023,49.05165609584215,8529.0,219092936699.0,410.0,0.052,0.1,0.113,53.0,0.4,47019452,1
876,South Sudan,0.04,49.05165609584215,8529.0,15493320082.0,193.0,0.091,0.1,0.119,52.0,0.5,7730180,0
877,Sudan,0.038,49.05165609584215,11382.0,21457886199.0,29.0,0.063,0.0,0.119,61.0,0.0,30778572,0
878,Swaziland,0.032,49.05165609584215,1030.0,2420610579.0,130.0,0.082,0.0,0.113,46.0,0.1,1094758,0
879,Tanzania,0.042,49.05165609584215,4353.0,12825801917.0,12.0,0.061,0.0,0.141,53.0,0.1,37765139,0
880,Togo,0.038,49.05165609584215,1397.0,1937074538.0,21.0,0.07,0.0,0.119,55.0,0.1,5397851,0
881,Tunisia,0.017,49.05165609584215,22446.0,31183139301.0,179.0,0.021,0.1,0.119,75.0,0.4,9932400,2
882,Uganda,0.047,49.05165609584215,1852.0,7940362663.0,24.0,0.073,0.0,0.206,52.0,0.0,27766986,0
883,Zambia,0.044,49.05165609584215,2131.0,5439176376.0,33.0,0.081,0.0,0.119,46.0,0.0,11174650,0
884,Zimbabwe,0.032,49.05165609584215,9927.0,5805598443.0,193.0,0.058,0.1,0.119,43.0,0.0,12693047,0
885,Afghanistan,0.046,49.05165609584215,733.0,5285461999.0,19.0,0.086,0.0,0.119,58.0,0.0,24018682,0
886,Armenia,0.014,49.05165609584215,3645.0,3576615240.0,65.0,0.022,0.0,0.186,76.0,0.1,3025652,2
887,Azerbaijan,0.016,49.05165609584215,32090.0,8680511918.0,81.0,0.047,0.1,0.157,71.0,0.2,8306500,2
888,Bangladesh,0.024,49.05165609584215,39750.0,56560744012.0,12.0,0.053,0.0,0.148,68.0,0.0,5971526,0
889,Bhutan,0.024,49.05165609584215,308.0,702682018.0,49.0,0.048,0.0,0.15,63.0,0.0,633893,0
890,Brunei Darussalam,0.02,49.05165609584215,5361.0,7872333197.0,658.0,0.008,0.3,0.055,79.0,0.6,360797,2
891,Cambodia,0.026,49.05165609584215,2446.0,5337833256.0,29.0,0.057,0.0,0.119,69.0,0.1,13149386,0
892,China,0.012,49.05165609584215,8529.0,15493320082.0,70.0,0.022,0.1,0.056,75.0,0.3,5971526,2
893,Georgia,0.012,49.05165609584215,4323.0,5125273877.0,97.0,0.024,0.0,0.221,76.0,0.2,4318300,2
894,"Hong Kong SAR, China",0.007,49.05165609584215,38415.0,169099768875.0,193.0,0.02,0.6,0.05,85.0,1.2,6783500,1
895,India,0.024,49.05165609584215,8529.0,15493320082.0,29.0,0.058,0.0,0.109,65.0,0.0,5971526,0
896,Indonesia,0.021,49.05165609584215,8529.0,15493320082.0,27.0,0.035,0.0,0.141,71.0,0.1,5971526,2
897,Japan,0.009,49.05165609584215,8529.0,15493320082.0,193.0,0.003,0.6,0.018,86.0,0.7,5971526,2
898,Kazakhstan,0.018,49.05165609584215,8529.0,43151647003.0,114.0,0.03,0.0,0.119,72.0,0.2,15012985,2
899,"Korea, Dem. Rep.",0.016,49.05165609584215,79482.0,15493320082.0,193.0,0.028,0.1,0.119,72.0,0.5,23639303,1
900,"Korea, Rep.",0.01,49.05165609584215,8529.0,15493320082.0,784.0,0.005,0.7,0.059,81.0,0.8,48039415,2
901,Kyrgyz Republic,0.022,49.05165609584215,5699.0,2211535312.0,25.0,0.036,0.1,0.119,72.0,0.1,5104700,0
902,Lao PDR,0.028,49.05165609584215,1423.0,2366398120.0,19.0,0.073,0.0,0.119,65.0,0.0,5699112,0
903,"Macao SAR, China",0.008,49.05165609584215,1727.0,10258324479.0,193.0,0.02,0.3,0.06,81.0,0.9,458542,2
904,Malaysia,0.019,49.05165609584215,8529.0,124749736842.0,181.0,0.007,0.4,0.06,76.0,0.6,25365089,1
905,Maldives,0.021,49.05165609584215,777.0,1075605492.0,217.0,0.022,0.1,0.13,75.0,0.4,292505,2
906,Mongolia,0.02,49.05165609584215,8551.0,1992066759.0,56.0,0.039,0.1,0.119,69.0,0.2,2496248,2
907,Myanmar,0.019,49.05165609584215,12435.0,15493320082.0,5.0,0.052,0.0,0.15,65.0,0.0,5971526,0
908,Nepal,0.029,49.05165609584215,2769.0,7273933993.0,17.0,0.049,0.0,0.085,65.0,0.0,24921910,0
909,Pakistan,0.028,49.05165609584215,8529.0,97977766198.0,18.0,0.082,0.1,0.073,66.0,0.0,5971526,0
910,Philippines,0.028,49.05165609584215,74066.0,91371236939.0,35.0,0.028,0.1,0.101,71.0,0.4,5971526,1
911,Singapore,0.01,49.05165609584215,28474.0,114186643422.0,826.0,0.002,0.6,0.053,82.0,0.9,4166700,1
912,Sri Lanka,0.019,49.05165609584215,11965.0,20662525941.0,44.0,0.012,0.0,0.095,77.0,0.1,19435000,2
913,Tajikistan,0.029,49.05165609584215,2563.0,2076148710.0,13.0,0.058,0.0,0.203,69.0,0.0,6663929,0
914,Thailand,0.013,49.05165609584215,8529.0,161339790595.0,87.0,0.016,0.1,0.055,76.0,0.4,5971526,1
915,Timor-Leste,0.038,49.05165609584215,176.0,455500000.0,27.0,0.069,0.1,0.155,64.0,0.0,966987,0
916,Turkmenistan,0.023,49.05165609584215,43337.0,6838351088.0,111.0,0.06,0.0,0.119,68.0,0.0,4696876,0
917,Uzbekistan,0.021,49.05165609584215,8529.0,12030023548.0,24.0,0.048,0.0,0.119,71.0,0.0,25864350,0
918,Vietnam,0.017,49.05165609584215,90549.0,49424107710.0,30.0,0.024,0.1,0.097,79.0,0.1,5971526,1
919,Albania,0.015,49.05165609584215,4166.0,7464446950.0,148.0,0.019,0.0,0.118,79.0,0.4,3014579,2
920,Andorra,0.011,49.05165609584215,565.0,2322163502.0,193.0,0.003,0.3,0.119,75.0,0.7,79060,2
921,Austria,0.01,49.05165609584215,71866.0,15493320082.0,193.0,0.004,0.5,0.119,82.0,1.0,8171966,1
922,Belarus,0.009,49.05165609584215,58038.0,23141587718.0,157.0,0.008,0.1,0.169,75.0,0.2,9730000,1
923,Belgium,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.5,0.067,82.0,0.9,10421137,2
924,Bosnia and Herzegovina,0.008,49.05165609584215,24617.0,10022840635.0,236.0,0.007,0.2,0.103,78.0,0.4,3886723,2
925,Bulgaria,0.009,49.05165609584215,46787.0,25283228366.0,238.0,0.015,0.2,0.089,76.0,0.6,7781161,1
926,Croatia,0.009,49.05165609584215,23047.0,41003558916.0,614.0,0.006,0.3,0.117,79.0,0.6,4439000,2
927,Cyprus,0.012,49.05165609584215,7334.0,15816972051.0,193.0,0.004,0.3,0.076,81.0,0.6,1015820,2
928,Czech Republic,0.01,49.05165609584215,8529.0,113976672925.0,771.0,0.005,0.4,0.06,79.0,1.1,10197101,1
929,Denmark,0.012,49.05165609584215,50597.0,15493320082.0,193.0,0.004,0.8,0.119,80.0,1.0,5404523,1
930,Estonia,0.01,49.05165609584215,17217.0,12031396467.0,450.0,0.006,0.5,0.057,78.0,0.9,1362550,2
931,Faeroe Islands,0.02,49.05165609584215,796.0,1683997930.0,193.0,0.02,0.7,0.119,82.0,0.8,48782,2
932,Finland,0.011,49.05165609584215,67091.0,189064585623.0,193.0,0.003,0.7,0.037,82.0,1.0,5228172,1
933,France,0.013,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.4,0.066,84.0,0.7,5971526,2
934,Germany,0.009,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.6,0.119,82.0,0.9,5971526,2
935,Greece,0.01,49.05165609584215,97150.0,15493320082.0,193.0,0.005,0.2,0.119,82.0,0.8,11055729,1
936,Hungary,0.009,49.05165609584215,57352.0,101925734602.0,828.0,0.008,0.3,0.128,77.0,0.9,10107146,1
937,Iceland,0.015,49.05165609584215,2233.0,13251434311.0,193.0,0.003,0.8,0.12,83.0,1.0,292074,2
938,Ireland,0.015,49.05165609584215,43956.0,186281307557.0,193.0,0.005,0.4,0.026,81.0,0.9,4070262,1
939,Isle of Man,0.02,49.05165609584215,8529.0,2758117365.0,193.0,0.02,0.1,0.119,75.0,0.5,79658,2
940,Italy,0.01,49.05165609584215,8529.0,15493320082.0,193.0,0.004,0.3,0.055,84.0,1.1,5971526,2
942,Latvia,0.009,49.05165609584215,7132.0,13761569545.0,387.0,0.012,0.4,0.074,77.0,0.7,2263122,2
943,Liechtenstein,0.011,49.05165609584215,8529.0,3454374261.0,193.0,0.02,0.6,0.119,85.0,0.7,34445,2
944,Lithuania,0.009,49.05165609584215,13330.0,22659294573.0,374.0,0.008,0.3,0.057,78.0,0.9,3377075,2
945,Luxembourg,0.012,49.05165609584215,11269.0,34077095478.0,193.0,0.003,0.7,0.119,82.0,1.0,458095,1
946,"Macedonia, FYR",0.012,49.05165609584215,11192.0,5514253043.0,230.0,0.012,0.2,0.124,77.0,0.5,2085728,2
947,Malta,0.01,49.05165609584215,2574.0,5643525282.0,1247.0,0.006,0.3,0.053,81.0,0.7,401268,2
948,Moldova,0.012,49.05165609584215,4554.0,2598231467.0,61.0,0.02,0.1,0.209,72.0,0.2,3603945,2
949,Monaco,0.02,49.05165609584215,8529.0,4110348444.0,193.0,0.004,0.5,0.119,75.0,0.5,33346,2
950,Montenegro,0.013,49.05165609584215,8529.0,2073255525.0,293.0,0.01,0.3,0.119,76.0,0.8,614670,2
951,Netherlands,0.012,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.7,0.028,81.0,0.9,16281779,2
952,Norway,0.012,49.05165609584215,42666.0,15493320082.0,193.0,0.003,0.8,0.04,82.0,1.0,4591910,1
953,Poland,0.009,49.05165609584215,8529.0,15493320082.0,410.0,0.007,0.3,0.076,79.0,0.6,38182222,1
954,Portugal,0.01,49.05165609584215,63175.0,185397304328.0,193.0,0.004,0.3,0.119,81.0,1.0,10483861,1
955,Romania,0.01,49.05165609584215,95401.0,75794733525.0,190.0,0.02,0.2,0.119,75.0,0.5,21451748,1
956,Russian Federation,0.01,49.05165609584215,8529.0,15493320082.0,212.0,0.015,0.1,0.114,72.0,0.5,5971526,2
957,San Marino,0.01,49.05165609584215,8529.0,1317357835.0,193.0,0.004,0.5,0.071,85.0,0.6,29290,2
958,Serbia,0.011,49.05165609584215,8529.0,23649854234.0,204.0,0.008,0.2,0.155,75.0,0.5,7463157,2
959,Slovak Republic,0.01,49.05165609584215,38749.0,56073225726.0,565.0,0.009,0.5,0.091,78.0,0.8,5372280,1
960,Slovenia,0.009,49.05165609584215,15746.0,33837749815.0,193.0,0.004,0.4,0.087,81.0,0.9,1997012,2
961,Spain,0.011,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.4,0.119,83.0,0.9,42921895,2
962,Sweden,0.011,49.05165609584215,54521.0,15493320082.0,193.0,0.003,0.8,0.04,83.0,1.0,8993531,2
963,Switzerland,0.01,49.05165609584215,40392.0,15493320082.0,193.0,0.004,0.7,0.032,84.0,0.9,7389625,2
964,Turkey,0.02,49.05165609584215,8529.0,15493320082.0,297.0,0.027,0.1,0.119,76.0,0.5,5971526,2
965,Ukraine,0.009,49.05165609584215,8529.0,64883060726.0,90.0,0.013,0.0,0.174,74.0,0.3,47451600,1
966,United Kingdom,0.012,49.05165609584215,8529.0,15493320082.0,193.0,0.005,0.7,0.044,81.0,1.0,5971526,2
967,Bahrain,0.019,49.05165609584215,17510.0,13150516509.0,539.0,0.01,0.2,0.079,76.0,0.8,820505,2
968,"Iran, Islamic Rep.",0.018,49.05165609584215,8529.0,163226579221.0,117.0,0.023,0.1,0.167,73.0,0.1,5971526,1
969,Iraq,0.035,49.05165609584215,8529.0,36627901762.0,55.0,0.034,0.0,0.129,72.0,0.0,26673536,0
970,Israel,0.021,49.05165609584215,63201.0,126571173583.0,193.0,0.005,0.2,0.075,82.0,1.1,6809000,1
971,Jordan,0.03,49.05165609584215,19241.0,11407566660.0,203.0,0.021,0.1,0.083,74.0,0.3,5290000,2
972,Kuwait,0.021,49.05165609584215,63534.0,59440511982.0,743.0,0.01,0.2,0.056,75.0,0.8,2196466,1
973,Lebanon,0.015,49.05165609584215,16835.0,20955223881.0,458.0,0.013,0.1,0.108,78.0,0.2,3853582,1
974,Oman,0.022,49.05165609584215,27987.0,24673602280.0,310.0,0.011,0.1,0.076,76.0,0.3,2464001,2
975,Qatar,0.016,49.05165609584215,44393.0,31734065019.0,193.0,0.009,0.2,0.07,78.0,0.7,720383,2
976,Saudi Arabia,0.024,49.05165609584215,8529.0,15493320082.0,399.0,0.017,0.1,0.119,76.0,0.4,23839231,1
977,Syrian Arab Republic,0.028,49.05165609584215,51111.0,25086930693.0,61.0,0.017,0.0,0.075,76.0,0.1,17676012,0
978,United Arab Emirates,0.016,49.05165609584215,8529.0,147824374543.0,995.0,0.009,0.3,0.119,76.0,1.0,3658658,1
979,"Yemen, Rep.",0.036,49.05165609584215,18881.0,13873500888.0,38.0,0.059,0.0,0.185,63.0,0.1,19612696,0
